Name,Total,word,N,Rate,Authorship,Disputed
Federalist No. 21,2003,malcontents,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,malignity,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,man,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,maryland,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,material,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,means,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,measure,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,men,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,merely,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,method,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,minds,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,minute,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,misapprehension,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,moderate,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,montgomery,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,mulcts,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,mutual,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,nearly,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,necessarily,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,necessary,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,netherlands,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,next,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,north,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,obedience,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,object,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,obliged,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,obtain,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,occasion,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,occasional,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,odious,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,officious,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,once,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,one,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,operate,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,operation,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,oppose,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,oppress,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,option,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,opulence,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,order,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,others,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,our,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,ourselves,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,out,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,outrages,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,palpable,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,parallel,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,partial,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,pay,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,paying,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,peace,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,peaceable,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,pecuniary,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,pennsylvania,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,phenomenon,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,plausible,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,pointed,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,poor,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,popular,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,populousness,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,position,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,possess,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,possibly,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,powers,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,precautions,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,predict,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,preference,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,preposterous,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,prescribe,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,pretense,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,pretension,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,preventions,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,pride,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,principally,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,private,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,privileges,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,probability,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,proceed,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,process,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,produce,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,product,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,productions,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,productive,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,progressive,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,proportional,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,provided,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,public,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,publius,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,punish,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,purpose,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,raise,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,raised,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,rear,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,reduced,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,reforms,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,regions,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,regret,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,regulate,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,regulated,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,regulating,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,relate,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,relation,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,remedies,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,remedy,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,renounced,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,repeated,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,repelling,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,repugnancy,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,required,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,resolutions,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,resources,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,respective,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,result,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,resulting,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,retain,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,revenues,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,review,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,rhode,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,rich,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,riches,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,ruins,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,rulers,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,run,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,russia,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,safe,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,satisfactory,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,satisfied,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,saying,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,scale,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,scruple,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,second,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,security,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,sedition,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,seem,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,selection,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,serve,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,settled,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,several,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,severe,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,shadow,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,signal,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,simplicity,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,situations,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,small,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,social,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,society,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,soil,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,solely,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,sometimes,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,speak,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,specification,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,specimens,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,spectacle,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,speculative,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,spring,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,stability,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,stands,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,stationary,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,steering,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,stock,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,striking,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,subsisting,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,successful,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,successively,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,succor,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,suffering,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,sufficient,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,sufficiently,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,suggested,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,summary,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,supply,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,supporters,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,supposing,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,supposition,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,suspension,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,sustain,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,system,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,take,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,taken,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,task,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,taxation,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,tempestuous,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,theme,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,therefore,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,though,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,threaten,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,towards,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,trample,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,trial,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,tyranny,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,under,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,undiminished,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,unequal,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,unexampled,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,uniform,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,unwilling,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,us,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,usually,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,usurpation,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,usurpations,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,utility,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,variety,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,violence,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,violent,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,virginia,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,was,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,way,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,weight,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,well,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,whole,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,within,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,witty,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,work,1,4.992511233150275e-4,Hamilton,no
Federalist No. 21,2003,world,1,4.992511233150275e-4,Hamilton,no
Federalist No. 22,3565,the,296,0.08302945301542777,Hamilton,no
Federalist No. 22,3565,of,242,0.06788218793828892,Hamilton,no
Federalist No. 22,3565,to,145,0.04067321178120617,Hamilton,no
Federalist No. 22,3565,a,98,0.027489481065918652,Hamilton,no
Federalist No. 22,3565,in,86,0.0241234221598878,Hamilton,no
Federalist No. 22,3565,and,83,0.023281907433380083,Hamilton,no
Federalist No. 22,3565,be,54,0.01514726507713885,Hamilton,no
Federalist No. 22,3565,that,53,0.014866760168302946,Hamilton,no
Federalist No. 22,3565,is,48,0.013464235624123423,Hamilton,no
Federalist No. 22,3565,it,46,0.012903225806451613,Hamilton,no
Federalist No. 22,3565,which,36,0.010098176718092567,Hamilton,no
Federalist No. 22,3565,this,31,0.008695652173913044,Hamilton,no
Federalist No. 22,3565,by,30,0.008415147265077139,Hamilton,no
Federalist No. 22,3565,as,26,0.0072931276297335205,Hamilton,no
Federalist No. 22,3565,states,26,0.0072931276297335205,Hamilton,no
Federalist No. 22,3565,not,25,0.0070126227208976155,Hamilton,no
Federalist No. 22,3565,from,23,0.0064516129032258064,Hamilton,no
Federalist No. 22,3565,their,23,0.0064516129032258064,Hamilton,no
Federalist No. 22,3565,for,21,0.005890603085553997,Hamilton,no
Federalist No. 22,3565,or,21,0.005890603085553997,Hamilton,no
Federalist No. 22,3565,has,20,0.005610098176718092,Hamilton,no
Federalist No. 22,3565,may,20,0.005610098176718092,Hamilton,no
Federalist No. 22,3565,with,20,0.005610098176718092,Hamilton,no
Federalist No. 22,3565,would,20,0.005610098176718092,Hamilton,no
Federalist No. 22,3565,an,19,0.005329593267882188,Hamilton,no
Federalist No. 22,3565,are,18,0.005049088359046283,Hamilton,no
Federalist No. 22,3565,its,18,0.005049088359046283,Hamilton,no
Federalist No. 22,3565,been,16,0.004488078541374474,Hamilton,no
Federalist No. 22,3565,but,16,0.004488078541374474,Hamilton,no
Federalist No. 22,3565,majority,16,0.004488078541374474,Hamilton,no
Federalist No. 22,3565,they,15,0.004207573632538569,Hamilton,no
Federalist No. 22,3565,have,14,0.003927068723702665,Hamilton,no
Federalist No. 22,3565,there,14,0.003927068723702665,Hamilton,no
Federalist No. 22,3565,we,14,0.003927068723702665,Hamilton,no
Federalist No. 22,3565,government,13,0.0036465638148667602,Hamilton,no
Federalist No. 22,3565,power,13,0.0036465638148667602,Hamilton,no
Federalist No. 22,3565,those,13,0.0036465638148667602,Hamilton,no
Federalist No. 22,3565,upon,13,0.0036465638148667602,Hamilton,no
Federalist No. 22,3565,all,12,0.0033660589060308557,Hamilton,no
Federalist No. 22,3565,at,12,0.0033660589060308557,Hamilton,no
Federalist No. 22,3565,most,12,0.0033660589060308557,Hamilton,no
Federalist No. 22,3565,our,12,0.0033660589060308557,Hamilton,no
Federalist No. 22,3565,number,11,0.0030855539971949507,Hamilton,no
Federalist No. 22,3565,than,11,0.0030855539971949507,Hamilton,no
Federalist No. 22,3565,will,11,0.0030855539971949507,Hamilton,no
Federalist No. 22,3565,men,10,0.002805049088359046,Hamilton,no
Federalist No. 22,3565,might,10,0.002805049088359046,Hamilton,no
Federalist No. 22,3565,one,10,0.002805049088359046,Hamilton,no
Federalist No. 22,3565,people,10,0.002805049088359046,Hamilton,no
Federalist No. 22,3565,union,10,0.002805049088359046,Hamilton,no
Federalist No. 22,3565,if,9,0.0025245441795231417,Hamilton,no
Federalist No. 22,3565,must,9,0.0025245441795231417,Hamilton,no
Federalist No. 22,3565,on,9,0.0025245441795231417,Hamilton,no
Federalist No. 22,3565,so,9,0.0025245441795231417,Hamilton,no
Federalist No. 22,3565,such,9,0.0025245441795231417,Hamilton,no
Federalist No. 22,3565,were,9,0.0025245441795231417,Hamilton,no
Federalist No. 22,3565,every,8,0.002244039270687237,Hamilton,no
Federalist No. 22,3565,foreign,8,0.002244039270687237,Hamilton,no
Federalist No. 22,3565,much,8,0.002244039270687237,Hamilton,no
Federalist No. 22,3565,should,8,0.002244039270687237,Hamilton,no
Federalist No. 22,3565,state,8,0.002244039270687237,Hamilton,no
Federalist No. 22,3565,any,7,0.0019635343618513326,Hamilton,no
Federalist No. 22,3565,authority,7,0.0019635343618513326,Hamilton,no
Federalist No. 22,3565,his,7,0.0019635343618513326,Hamilton,no
Federalist No. 22,3565,ought,7,0.0019635343618513326,Hamilton,no
Federalist No. 22,3565,system,7,0.0019635343618513326,Hamilton,no
Federalist No. 22,3565,was,7,0.0019635343618513326,Hamilton,no
Federalist No. 22,3565,can,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,different,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,equal,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,greater,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,laws,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,more,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,nation,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,national,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,necessity,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,new,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,no,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,part,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,same,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,sense,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,want,6,0.0016830294530154279,Hamilton,no
Federalist No. 22,3565,between,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,even,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,first,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,great,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,how,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,kind,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,last,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,necessary,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,other,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,others,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,powers,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,right,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,several,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,though,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,united,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,war,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,where,5,0.001402524544179523,Hamilton,no
Federalist No. 22,3565,america,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,case,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,commerce,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,confederation,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,consent,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,constitution,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,court,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,courts,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,each,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,either,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,federal,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,final,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,found,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,give,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,hence,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,importance,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,interests,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,into,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,law,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,less,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,minority,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,nine,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,often,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,operation,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,particular,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,public,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,quotas,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,single,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,smaller,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,some,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,thus,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,treaties,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,two,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,under,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,us,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,views,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,vote,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,votes,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,what,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,while,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,whole,4,0.0011220196353436186,Hamilton,no
Federalist No. 22,3565,able,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,admit,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,affairs,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,already,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,always,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,among,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,congress,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,continual,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,corruption,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,could,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,defects,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,determinations,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,empire,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,ever,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,examples,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,general,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,given,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,good,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,had,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,happen,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,hope,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,important,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,instances,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,interest,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,island,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,jurisdiction,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,legislatures,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,little,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,making,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,many,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,money,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,nature,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,never,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,nothing,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,occasions,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,peace,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,possible,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,principle,3,8.415147265077139e-4,Hamilton,no
Federalist No. 22,3565,proportion,3,8.415147265077139e-4,Hamilton,no
